picasso,picasso_0001,0.66079,0.0,0.0,"[127.0, 127.0, 127.0]","[127.0, 63.0, 0.0]","[191.0, 191.0, 127.0]","[63.0, 63.0, 0.0]","[191.0, 127.0, 63.0]"
picasso,picasso_0002,1.59574,0.0,0.0,"[191.0, 191.0, 127.0]","[63.0, 63.0, 63.0]","[255.0, 191.0, 191.0]","[191.0, 127.0, 127.0]","[255.0, 191.0, 127.0]"
picasso,picasso_0003,1.37615,0.0,0.0,"[127.0, 127.0, 63.0]","[63.0, 63.0, 63.0]","[191.0, 191.0, 127.0]","[127.0, 127.0, 127.0]","[127.0, 63.0, 63.0]"
picasso,picasso_0004,1.15385,0.0,0.0,"[0.0, 0.0, 0.0]","[127.0, 63.0, 0.0]","[63.0, 0.0, 0.0]","[191.0, 63.0, 0.0]","[63.0, 63.0, 0.0]"
picasso,picasso_0005,1.66667,0.0,0.0,"[63.0, 0.0, 0.0]","[127.0, 63.0, 0.0]","[63.0, 63.0, 0.0]","[0.0, 0.0, 0.0]","[191.0, 63.0, 0.0]"
picasso,picasso_0006,1.5625,6.92308,0.625,"[63.0, 63.0, 63.0]","[127.0, 127.0, 63.0]","[0.0, 63.0, 63.0]","[191.0, 191.0, 191.0]","[127.0, 63.0, 63.0]"
picasso,picasso_0007,1.31579,0.0,0.0,"[63.0, 0.0, 0.0]","[255.0, 191.0, 63.0]","[63.0, 63.0, 0.0]","[191.0, 191.0, 63.0]","[127.0, 63.0, 0.0]"
picasso,picasso_0008,0.63025,0.0021,0.01401,"[127.0, 63.0, 63.0]","[191.0, 191.0, 127.0]","[63.0, 0.0, 0.0]","[255.0, 255.0, 191.0]","[127.0, 127.0, 63.0]"
picasso,picasso_0009,0.62762,1.7963,0.27057,"[191.0, 255.0, 255.0]","[127.0, 191.0, 127.0]","[191.0, 191.0, 191.0]","[191.0, 191.0, 127.0]","[63.0, 63.0, 0.0]"
picasso,picasso_0010,1.53061,0.0,0.0,"[191.0, 191.0, 191.0]","[63.0, 63.0, 0.0]","[127.0, 63.0, 63.0]","[191.0, 127.0, 127.0]","[63.0, 0.0, 0.0]"
picasso,picasso_0011,1.44231,0.12913,1.87821,"[63.0, 0.0, 0.0]","[191.0, 191.0, 191.0]","[127.0, 63.0, 63.0]","[255.0, 255.0, 255.0]","[0.0, 0.0, 0.0]"
picasso,picasso_0012,1.14504,0.0,0.0,"[63.0, 0.0, 0.0]","[191.0, 127.0, 63.0]","[127.0, 63.0, 0.0]","[0.0, 0.0, 0.0]","[191.0, 127.0, 127.0]"
picasso,picasso_0013,1.14504,0.0,0.0,"[0.0, 0.0, 0.0]","[63.0, 0.0, 0.0]","[191.0, 127.0, 63.0]","[127.0, 63.0, 0.0]","[63.0, 63.0, 0.0]"
picasso,picasso_0014,1.36364,0.26393,2.06667,"[127.0, 127.0, 63.0]","[63.0, 63.0, 63.0]","[0.0, 0.0, 0.0]","[191.0, 255.0, 255.0]","[191.0, 191.0, 191.0]"
picasso,picasso_0015,0.75377,0.0,0.0,"[63.0, 63.0, 0.0]","[191.0, 191.0, 191.0]","[127.0, 127.0, 63.0]","[191.0, 127.0, 63.0]","[127.0, 63.0, 0.0]"
picasso,picasso_0016,1.53061,0.47273,0.17687,"[191.0, 127.0, 127.0]","[63.0, 63.0, 63.0]","[0.0, 0.0, 63.0]","[127.0, 127.0, 127.0]","[127.0, 63.0, 63.0]"
picasso,picasso_0017,1.51515,0.00071,0.0202,"[63.0, 63.0, 63.0]","[255.0, 191.0, 191.0]","[0.0, 0.0, 0.0]","[191.0, 0.0, 0.0]","[191.0, 127.0, 63.0]"
picasso,picasso_0018,0.66079,11.57726,27.50661,"[127.0, 127.0, 127.0]","[255.0, 255.0, 255.0]","[255.0, 191.0, 63.0]","[191.0, 191.0, 191.0]","[63.0, 63.0, 63.0]"
picasso,picasso_0019,0.78534,0.0,0.0,"[191.0, 191.0, 127.0]","[63.0, 63.0, 63.0]","[127.0, 127.0, 63.0]","[0.0, 0.0, 0.0]","[127.0, 127.0, 127.0]"
picasso,picasso_0020,0.76142,0.04935,0.37225,"[191.0, 191.0, 191.0]","[63.0, 0.0, 0.0]","[191.0, 127.0, 63.0]","[127.0, 127.0, 63.0]","[63.0, 63.0, 0.0]"
